jour;categorie;value
2017-11-02;Résidentiels;16383116982.0
2017-11-03;Entreprises;13404097663.0
2017-11-17;Résidentiels;22361544868.0
2017-11-19;Entreprises;9407431211.0
2017-12-17;Entreprises;10185711185.0
2018-01-04;PME / PMI;6380616372.0
2018-01-15;Entreprises;14668444455.0
2018-02-06;Professionnels;7468782615.0
2018-03-18;PME / PMI;4889741874.0
2018-03-18;Professionnels;5156269562.0
2018-03-18;Entreprises;9728121674.0
2018-03-23;Professionnels;6360583545.0
2018-04-11;PME / PMI;5691334535.0
2018-05-10;Résidentiels;12339650246.0
2018-05-10;Entreprises;10129858155.0
2018-07-07;PME / PMI;4288514745.0
2018-08-03;Résidentiels;11344283162.0
2018-08-16;Professionnels;3583170714.0
2018-08-16;Entreprises;11614853544.0
2018-09-01;PME / PMI;3986967082.0
2018-09-15;Professionnels;3653438316.0
2018-09-25;Résidentiels;10916640434.0
2018-11-07;Professionnels;5171720205.0
2018-11-23;PME / PMI;6575721478.0
2019-01-02;PME / PMI;6566856308.0
2019-01-13;Professionnels;5301024867.0
2019-01-13;Entreprises;9631970879.0
2019-03-10;Professionnels;4259239920.0
2019-03-15;PME / PMI;5857818667.0
2019-04-21;Résidentiels;12935572622.0
2019-05-02;Professionnels;4288704660.0
2019-05-03;Résidentiels;14325889378.0
2019-05-19;Résidentiels;14591301663.0
2019-05-19;Entreprises;8445328855.0
2019-07-08;PME / PMI;5176200810.0
2019-07-12;Résidentiels;10598526967.0
2019-07-31;PME / PMI;4934719414.0
2019-09-10;PME / PMI;4929992780.0
2019-10-24;PME / PMI;5111297574.0
2019-11-14;Résidentiels;23457179937.0
2019-12-06;Entreprises;14833688494.0
2019-12-21;Professionnels;5227714625.0
2019-12-22;Entreprises;9001168497.0
2019-12-25;Résidentiels;21138747234.0
2020-01-31;Résidentiels;20118148968.0
2020-02-05;Professionnels;5840001785.0
2020-02-16;Résidentiels;20551111776.0
2020-02-22;PME / PMI;5004804485.0
2020-02-22;Entreprises;10412501616.0
2020-02-29;Professionnels;5138437112.0
2020-04-15;Professionnels;3384022324.0
2020-05-23;PME / PMI;3188740418.0
2020-06-05;Professionnels;3523301139.0
2020-06-05;Résidentiels;11268842542.0
2020-06-20;Professionnels;3316004052.0
2020-07-05;Professionnels;3017267569.0
2020-07-11;Résidentiels;11441706478.0
2020-08-04;PME / PMI;4821272684.0
2020-08-14;Entreprises;11442010982.0
2020-10-22;Résidentiels;14163368286.0
2021-01-18;PME / PMI;3898914021.0
2021-02-24;Entreprises;15445344413.0
2021-02-26;PME / PMI;3036393230.0
2021-03-13;PME / PMI;2692503811.0
2021-04-09;Entreprises;15023193460.0
2021-05-09;Résidentiels;13672499825.0
2021-06-04;PME / PMI;2723125080.0
2021-06-10;Entreprises;15933446686.0
2021-06-30;Résidentiels;11276454079.0
2021-06-30;Entreprises;15500845067.0
2021-07-08;Professionnels;3687877208.0
2021-07-08;Entreprises;15692816288.0
2021-08-16;Entreprises;13011959571.0
2021-09-05;Résidentiels;11559033716.0
2021-09-07;PME / PMI;2822171661.0
2021-09-07;Professionnels;4060286835.0
2021-09-12;Entreprises;10428089808.0
2021-09-16;Entreprises;15860304813.0
2021-09-18;Résidentiels;11016034299.0
2021-09-21;Entreprises;15573508359.0
2021-10-19;Professionnels;4427370149.0
2021-11-03;PME / PMI;3280517847.0
2021-12-09;PME / PMI;4074356909.0
2022-01-03;Professionnels;5385309319.0
2022-01-10;Résidentiels;25705854901.0
2022-02-10;Professionnels;5829381740.0
2022-02-13;Résidentiels;25254954189.0
2022-02-18;Résidentiels;20031881665.0
2017-04-05;PME / PMI;5333107125.0
2017-04-22;PME / PMI;3911909990.0
2017-04-26;Entreprises;14374675749.0
2017-05-08;PME / PMI;3561709993.0
2017-05-08;Entreprises;9638290058.0
2017-05-29;Résidentiels;11290520902.0
2017-06-21;Résidentiels;11367650585.0
2017-09-12;Entreprises;14006735224.0
2017-10-22;PME / PMI;3359329928.0
2017-11-27;Professionnels;6189046606.0
2017-12-10;PME / PMI;5170616999.0
2018-01-10;Résidentiels;23218869342.0
2018-01-20;PME / PMI;5586468662.0
2018-01-23;Résidentiels;20798169175.0
2018-01-28;PME / PMI;4864085132.0
2018-01-28;Professionnels;5048920721.0
2018-03-28;Résidentiels;20076450341.0
2018-05-08;Entreprises;10594602595.0
2018-06-07;Professionnels;3732165914.0
2018-06-07;Entreprises;14270231409.0
2018-06-17;PME / PMI;3380418854.0
2018-06-21;Entreprises;14549860722.0
2018-06-29;Résidentiels;10813223007.0
2018-08-10;Résidentiels;9779406022.0
2018-09-02;Professionnels;3099029939.0
2018-09-20;Résidentiels;10263078208.0
2018-10-01;Entreprises;13252836821.0
2018-10-15;Résidentiels;11182332892.0
2018-10-19;Professionnels;4254875033.0
2018-10-19;Résidentiels;11596111564.0
2018-10-25;Professionnels;4455653857.0
2018-10-25;Entreprises;14054836553.0
2018-11-27;Entreprises;15180858388.0
2019-03-04;PME / PMI;5854980078.0
2019-03-06;Professionnels;5325968382.0
2019-03-07;PME / PMI;5969344027.0
2019-03-13;Résidentiels;21614387566.0
2019-03-13;Entreprises;14763903343.0
2019-04-26;Résidentiels;14294767124.0
2019-05-18;PME / PMI;3982812876.0
2019-06-25;Résidentiels;10816738720.0
2019-07-15;Professionnels;3589925892.0
2019-07-18;Entreprises;14728794850.0
2019-08-30;Professionnels;3985564488.0
2019-09-25;Professionnels;3855298816.0
2019-10-09;Résidentiels;12739633774.0
2019-11-12;PME / PMI;6527249779.0
2019-11-12;Résidentiels;22042829403.0
2019-12-18;PME / PMI;5942222641.0
2019-12-18;Résidentiels;20742207589.0
2020-01-17;PME / PMI;6265804861.0
2020-01-17;Professionnels;5942013082.0
2020-01-18;Entreprises;10741102625.0
2020-02-08;PME / PMI;5332526786.0
2020-02-08;Entreprises;10540698128.0
2020-02-20;PME / PMI;6144390834.0
2020-03-09;PME / PMI;5723795636.0
2020-03-16;Professionnels;4529856996.0
2020-03-22;Résidentiels;20364626728.0
2020-03-24;PME / PMI;4536549813.0
2020-03-24;Professionnels;3887686017.0
2020-03-26;Résidentiels;21328262499.0
2020-04-06;Résidentiels;15801055604.0
2020-05-02;Résidentiels;14779017985.0
2020-05-04;Professionnels;3146608524.0
2020-07-14;Professionnels;3135145014.0
2020-07-18;PME / PMI;4138865922.0
2020-09-08;PME / PMI;4812757083.0
2020-11-01;Entreprises;8452832442.0
2020-11-11;Entreprises;10501792307.0
2020-11-15;Entreprises;8479771422.0
2020-12-11;Entreprises;14055854923.0
2020-12-19;Résidentiels;22619518718.0
2020-12-30;Professionnels;5741943741.0
2021-02-01;PME / PMI;3421578080.0
2021-02-01;Résidentiels;22489032567.0
2021-02-27;Entreprises;11802927830.0
2021-03-12;PME / PMI;3191975023.0
2021-03-12;Professionnels;5061469219.0
2021-04-06;PME / PMI;3182292821.0
2021-04-20;PME / PMI;2855750160.0
2021-04-23;Professionnels;3886581833.0
2021-05-18;PME / PMI;2842224409.0
2021-05-20;Entreprises;15271434005.0
2021-05-25;Professionnels;4224189794.0
2021-05-30;Professionnels;3031320641.0
2021-05-30;Entreprises;9835657507.0
2021-07-12;PME / PMI;2748700384.0
2021-07-12;Résidentiels;11147537051.0
2021-07-14;Professionnels;3116245333.0
2021-08-08;Entreprises;9394939562.0
2021-09-10;PME / PMI;2769097148.0
2021-09-19;Entreprises;10209881217.0
2021-11-23;Professionnels;6066914689.0
2021-12-28;PME / PMI;3411009901.0
2022-01-19;Entreprises;18163999127.0
2022-01-23;Entreprises;12692448274.0
2022-01-31;Résidentiels;25874884253.0
2022-02-06;PME / PMI;2803962620.0
2022-02-06;Entreprises;12081385725.0
2017-03-11;PME / PMI;4704313784.0
2017-03-11;Professionnels;4639798926.0
2017-03-30;PME / PMI;5228483049.0
2017-04-08;PME / PMI;3998108782.0
2017-04-08;Professionnels;3850442183.0
2017-05-20;Résidentiels;12551444663.0
2017-05-20;Entreprises;9866678332.0
2017-05-22;PME / PMI;4653195573.0
2017-06-29;Professionnels;3773529660.0
2017-07-22;Entreprises;10366450962.0
2017-07-30;PME / PMI;3676464858.0
2017-09-30;PME / PMI;3767383799.0
2017-10-24;Professionnels;4513665936.0
2017-10-31;Professionnels;5282147284.0
2017-11-04;Résidentiels;16810577615.0
2017-11-26;Professionnels;4944535727.0
2017-11-26;Entreprises;9659891929.0
2017-12-06;Résidentiels;26458359897.0
2017-12-29;Résidentiels;27772501197.0
2017-12-29;Entreprises;11739786060.0
2018-01-25;Résidentiels;21318100973.0
2018-02-26;PME / PMI;7843748089.0
2018-03-04;Résidentiels;26622965184.0
2018-03-11;Entreprises;9155819212.0
2018-03-14;PME / PMI;6205425811.0
2018-03-21;Entreprises;15497181414.0
2018-03-27;Résidentiels;20719214604.0
2018-04-13;Entreprises;13777268281.0
2018-06-23;Résidentiels;11005924206.0
2018-07-02;Professionnels;3891149184.0
2018-07-02;Résidentiels;10756677252.0
2018-07-15;PME / PMI;3845813264.0
2018-07-21;Résidentiels;10448509432.0
2018-07-28;Professionnels;3731894861.0
2018-08-04;Résidentiels;11798040058.0
2018-08-09;Entreprises;11896562480.0
2018-08-22;Professionnels;3851516835.0
2018-08-22;Résidentiels;10589453385.0
2018-08-26;Entreprises;8401509315.0
2018-08-31;PME / PMI;4737422680.0
2018-11-19;PME / PMI;6641471549.0
2018-11-26;Professionnels;5962052652.0
2018-11-26;Entreprises;14446536929.0
2018-11-28;Entreprises;14984834067.0
2019-01-29;Entreprises;15686300957.0
2019-01-31;PME / PMI;7528885072.0
2019-02-20;PME / PMI;6190961957.0
2019-03-25;PME / PMI;5684550342.0
2019-04-05;Résidentiels;19388555686.0
2019-05-31;PME / PMI;4006788625.0
2019-06-01;Résidentiels;11008233584.0
2019-06-05;PME / PMI;4804460959.0
2019-06-07;Résidentiels;10931109483.0
2019-06-09;PME / PMI;3347570304.0
2019-06-21;PME / PMI;5004739603.0
2019-06-30;Entreprises;9702792777.0
2019-07-20;Résidentiels;11053044753.0
2019-07-21;Résidentiels;11482966665.0
2019-07-30;Résidentiels;10030579256.0
2019-08-22;PME / PMI;4700311083.0
2019-08-22;Entreprises;12501140548.0
2019-10-17;Entreprises;14016216145.0
2019-11-18;PME / PMI;6805217466.0
2019-12-10;Professionnels;6467500491.0
2020-01-05;Professionnels;5224141702.0
2020-01-14;Entreprises;14776983456.0
2020-01-16;Résidentiels;21986187821.0
2020-01-27;Professionnels;5999340809.0
2020-01-28;PME / PMI;6873700077.0
2020-02-09;Entreprises;9365321949.0
2020-03-03;PME / PMI;6397675532.0
2020-03-11;Professionnels;5162527088.0
2020-03-17;Professionnels;4084567092.0
2020-03-17;Entreprises;12643904348.0
2020-03-21;PME / PMI;3619506080.0
2020-03-21;Professionnels;3631630393.0
2020-03-28;Résidentiels;20196796477.0
2020-07-10;PME / PMI;4764408254.0
2020-07-10;Résidentiels;11174245585.0
2020-07-17;Professionnels;3773966042.0
2020-07-17;Résidentiels;10871340077.0
2020-08-13;Entreprises;11811613017.0
2020-08-29;Résidentiels;11395174153.0
2020-10-14;PME / PMI;5522615196.0
2020-10-14;Entreprises;14051222910.0
2020-11-25;Résidentiels;21888272788.0
2020-12-20;Entreprises;8991742849.0
2020-12-29;PME / PMI;6063820308.0
2021-01-01;Entreprises;9141768674.0
2021-03-24;Résidentiels;20055688807.0
2021-03-25;PME / PMI;3144250292.0
2021-03-25;Résidentiels;18747119222.0
2021-05-13;Professionnels;3361595448.0
2021-05-15;PME / PMI;2433413343.0
2021-07-15;PME / PMI;2902095555.0
2021-07-23;PME / PMI;2899452052.0
2021-07-23;Entreprises;15920873676.0
2021-09-29;PME / PMI;3006438210.0
2021-09-29;Professionnels;3856667456.0
2021-11-10;Résidentiels;21481134766.0
2021-11-11;Professionnels;4744853751.0
2021-11-16;PME / PMI;3699096009.0
2021-11-16;Entreprises;17191909101.0
2021-11-30;PME / PMI;4213772698.0
2021-11-30;Résidentiels;27375096751.0
2021-12-19;Professionnels;5452832926.0
2021-12-19;Entreprises;12496189170.0
2022-01-01;Professionnels;4283495788.0
2022-01-14;Professionnels;6922919589.0
2022-01-22;Résidentiels;29587526137.0
2022-02-11;Résidentiels;23639890416.0
2022-02-11;Entreprises;16855370676.0
2017-02-26;Entreprises;9280962672.0
2017-03-31;Professionnels;4376275622.0
2017-04-09;Entreprises;8612550979.0
2017-04-11;Entreprises;13901116593.0
2017-04-14;Professionnels;4324635335.0
2017-04-14;Résidentiels;13581551092.0
2017-04-29;Résidentiels;17699089942.0
2017-05-05;PME / PMI;4919178430.0
2017-05-07;Résidentiels;15851135972.0
2017-05-11;Résidentiels;12950252799.0
2017-06-12;PME / PMI;4845403099.0
2017-06-12;Professionnels;3614020487.0
2017-07-05;PME / PMI;5233748918.0
2017-07-05;Professionnels;3871391007.0
2017-07-12;Entreprises;14852245063.0
2017-08-07;PME / PMI;4704249346.0
2017-08-20;Résidentiels;11005353615.0
2017-08-29;Professionnels;3935195271.0
2017-08-29;Entreprises;14868474412.0
2017-10-02;Résidentiels;12223860604.0
2017-10-08;Professionnels;3459711984.0
2017-10-08;Entreprises;8634143390.0
2017-10-13;PME / PMI;4744242683.0
2017-10-25;PME / PMI;4820777080.0
2017-10-25;Entreprises;14144776704.0
2017-12-04;Résidentiels;27212329190.0
2017-12-18;PME / PMI;7001854323.0
2018-01-09;PME / PMI;6850198169.0
2018-01-13;Résidentiels;27072624275.0
2018-02-13;Professionnels;7557954260.0
2018-02-13;Entreprises;15872462744.0
2018-04-06;PME / PMI;5630142442.0
2018-04-19;PME / PMI;4648311971.0
2018-04-29;Résidentiels;15228447382.0
2018-05-09;Professionnels;3673163067.0
2018-05-18;Résidentiels;12213224598.0
2018-05-18;Entreprises;13403919974.0
2018-06-12;Résidentiels;10538620851.0
2018-06-13;PME / PMI;4759785189.0
2018-06-13;Résidentiels;10546182606.0
2018-06-20;Professionnels;3798781263.0
2018-06-20;Entreprises;14749956600.0
2018-06-24;Professionnels;2868698447.0
2018-07-13;PME / PMI;5241972744.0
2018-08-21;PME / PMI;4901032677.0
2018-10-02;PME / PMI;5216851760.0
2018-10-08;PME / PMI;4954768633.0
2018-10-26;PME / PMI;5145416004.0
2018-10-29;Professionnels;5426359022.0
2018-11-01;Professionnels;4408310114.0
2018-12-02;Entreprises;9297697414.0
2018-12-18;Professionnels;6562035400.0
2019-01-25;PME / PMI;7440155719.0
2019-02-17;Entreprises;9338797802.0
2019-02-25;Résidentiels;19930916076.0
2019-05-16;PME / PMI;5093435456.0
2019-05-24;Résidentiels;11087695984.0
2019-05-29;Entreprises;13570357821.0
2019-07-02;PME / PMI;5280105966.0
2019-07-22;Professionnels;3931254945.0
2019-07-28;PME / PMI;3554582826.0
2019-08-24;Résidentiels;10928768151.0
2019-08-31;Résidentiels;11385686090.0
2019-09-07;PME / PMI;3905518592.0
2019-09-14;Résidentiels;11118147972.0
2019-09-19;PME / PMI;4873721043.0
2019-09-19;Résidentiels;10401890533.0
2019-10-01;PME / PMI;4986626852.0
2019-10-31;Entreprises;13757721221.0
2020-01-07;Professionnels;6325646066.0
2020-01-07;Résidentiels;24259928707.0
2020-01-25;Résidentiels;27399332285.0
2020-01-30;Résidentiels;22966145518.0
2020-03-27;Professionnels;3946659521.0
2020-04-16;PME / PMI;3725075982.0
2020-04-25;PME / PMI;2891481279.0
2020-06-13;Résidentiels;12097902475.0
2020-06-23;PME / PMI;4694876152.0
2020-07-03;Entreprises;13244170416.0
2020-07-22;PME / PMI;5053912619.0
2020-07-22;Entreprises;14026232160.0
2020-07-25;Résidentiels;11542819723.0
2020-08-03;PME / PMI;4696572150.0
2020-08-03;Résidentiels;10959251495.0
2020-08-12;Entreprises;12145766028.0
2020-08-25;Entreprises;13287937581.0
2020-10-27;PME / PMI;5235333847.0
2020-10-27;Professionnels;4812594922.0
2020-11-10;PME / PMI;5018587953.0
2021-01-03;Entreprises;11154952713.0
2021-01-11;Entreprises;17476260034.0
2021-01-27;Résidentiels;27771974295.0
2021-01-29;Professionnels;5390978117.0
2021-02-02;Entreprises;16350175509.0
2021-04-14;PME / PMI;3123005802.0
2021-05-24;Entreprises;11041921170.0
2021-07-25;Résidentiels;11485683521.0
2021-07-25;Entreprises;10687968219.0
2021-08-11;PME / PMI;2695360957.0
2021-08-14;Entreprises;11478665789.0
2021-08-21;Professionnels;3413059195.0
2021-08-22;Entreprises;10180635148.0
2021-09-03;Résidentiels;10929689212.0
2021-09-03;Entreprises;15371843044.0
2021-09-14;Professionnels;3966714490.0
2021-09-25;Entreprises;11589620374.0
2021-10-05;PME / PMI;3176526031.0
2021-10-13;Entreprises;16005550493.0
2021-11-04;PME / PMI;3433853577.0
2021-11-12;Résidentiels;20799451936.0
2021-11-24;Résidentiels;24063239310.0
2021-12-15;PME / PMI;3936301929.0
2022-01-17;Professionnels;6647605210.0
2022-01-29;PME / PMI;3442338171.0
2022-01-29;Résidentiels;27505467061.0
2022-01-29;Entreprises;13619830145.0
2017-02-24;Entreprises;14148933214.0
2017-02-25;Professionnels;5467737060.0
2017-02-25;Entreprises;10600023427.0
2017-03-16;PME / PMI;5465878726.0
2017-03-16;Entreprises;14351732375.0
2017-04-01;Professionnels;4142453830.0
2017-06-01;Entreprises;14591427968.0
2017-06-03;PME / PMI;3884443471.0
2017-06-15;Résidentiels;10804361145.0
2017-07-01;PME / PMI;4166921053.0
2017-07-07;Professionnels;4024505550.0
2017-08-02;Professionnels;3798052321.0
2017-08-10;Professionnels;3588166048.0
2017-08-24;Résidentiels;10456014758.0
2017-08-24;Entreprises;13583651921.0
2017-09-20;Entreprises;14286363670.0
2017-10-17;Résidentiels;11862569312.0
2017-11-16;Résidentiels;22308325840.0
2018-01-03;PME / PMI;6491063088.0
2018-01-03;Professionnels;5967981936.0
2018-01-05;Entreprises;13791669373.0
2018-02-03;Professionnels;6062503530.0
2018-03-03;Professionnels;5960622513.0
2018-03-12;Professionnels;5228890941.0
2018-04-10;Entreprises;14325511720.0
2018-05-11;Résidentiels;12882710389.0
2018-07-16;Entreprises;13869830058.0
2018-07-23;Résidentiels;10482671072.0
2018-08-29;PME / PMI;4802288280.0
2018-09-04;PME / PMI;4903753827.0
2018-09-04;Entreprises;14160028745.0
2018-09-10;PME / PMI;4807209624.0
2018-09-16;Résidentiels;11426410536.0
2018-09-17;PME / PMI;4818307429.0
2018-10-14;Résidentiels;12098741304.0
2019-01-09;Professionnels;6642469361.0
2019-01-15;Entreprises;15140714724.0
2019-01-30;Professionnels;6796819107.0
2019-02-24;Résidentiels;20942221390.0
2019-03-05;PME / PMI;5952360090.0
2019-03-05;Résidentiels;19893815431.0
2019-03-18;Professionnels;5320713284.0
2019-04-02;Entreprises;14031595379.0
2019-05-07;PME / PMI;5420775252.0
2019-05-10;Professionnels;4401126463.0
2019-05-21;Professionnels;4064705163.0
2019-06-28;Professionnels;4321998114.0
2019-07-07;Professionnels;3283027764.0
2019-08-05;Entreprises;11712139450.0
2019-08-15;Résidentiels;10229727555.0
2019-09-27;PME / PMI;4793364824.0
2019-10-10;Résidentiels;12525118348.0
2019-11-01;PME / PMI;3761471567.0
2019-11-06;PME / PMI;5887904159.0
2020-01-10;PME / PMI;6247047671.0
2020-02-06;Professionnels;6111401095.0
2020-02-25;Professionnels;5376015049.0
2020-03-08;Entreprises;9316232443.0
2020-03-15;Entreprises;8847566760.0
2020-04-29;Professionnels;3216526531.0
2020-05-03;PME / PMI;2578720844.0
2020-06-06;Résidentiels;11889392574.0
2020-06-09;Entreprises;12644232576.0
2020-06-19;Résidentiels;11125447101.0
2020-06-21;PME / PMI;3108732906.0
2020-06-21;Entreprises;8097657146.0
2020-09-13;Professionnels;3218776104.0
2020-09-13;Résidentiels;11968432300.0
2020-10-04;Entreprises;8495985810.0
2020-10-06;Entreprises;13907731660.0
2020-10-19;Professionnels;4666388600.0
2020-10-24;Résidentiels;15561163087.0
2020-10-28;Entreprises;13728665241.0
2020-11-02;Professionnels;3962379114.0
2020-11-02;Entreprises;12693309555.0
2020-12-22;PME / PMI;5291074255.0
2020-12-25;Professionnels;4687682156.0
2021-01-14;PME / PMI;3778283098.0
2021-02-04;Résidentiels;21747606749.0
2021-02-20;Résidentiels;20431002554.0
2021-02-22;Professionnels;4772805096.0
2021-03-11;Entreprises;16098056615.0
2021-03-16;Résidentiels;21588938225.0
2021-03-23;Professionnels;5133051912.0
2021-04-01;Professionnels;4088110367.0
2021-04-21;Professionnels;4054524849.0
2021-04-21;Entreprises;15039287338.0
2021-04-22;Résidentiels;15563560786.0
2021-04-27;Entreprises;14962703137.0
2021-05-16;Entreprises;9752335538.0
2021-06-18;PME / PMI;2824452507.0
2021-06-22;Professionnels;3803746451.0
2021-07-10;Professionnels;3383440430.0
2021-09-01;Professionnels;3830464702.0
2021-10-04;Résidentiels;12567455832.0
2021-10-12;Professionnels;4469549957.0
2021-11-13;PME / PMI;2904972008.0
2021-12-03;Entreprises;17783800085.0
2021-12-16;PME / PMI;3952872356.0
2022-01-15;Entreprises;14115489043.0
2022-01-25;Professionnels;7021802879.0
2022-01-26;Professionnels;6943082144.0
2017-03-13;Professionnels;5013556432.0
2017-03-20;Résidentiels;17218602516.0
2017-04-12;Résidentiels;13307884871.0
2017-04-24;Professionnels;4163213987.0
2017-04-24;Résidentiels;14868033216.0
2017-05-04;PME / PMI;5215732067.0
2017-05-28;PME / PMI;3230993404.0
2017-06-13;PME / PMI;5087798208.0
2017-06-13;Résidentiels;10637267171.0
2017-06-22;Professionnels;4230417948.0
2017-06-22;Entreprises;15827352539.0
2017-06-25;Professionnels;3055234566.0
2017-07-27;Professionnels;3738782586.0
2017-10-09;Résidentiels;13442967457.0
2017-11-09;PME / PMI;6338595576.0
2017-12-07;Entreprises;15680062042.0
2018-01-12;PME / PMI;6476642212.0
2018-01-12;Résidentiels;24947835928.0
2018-01-16;Entreprises;15173248422.0
2018-02-21;Résidentiels;26444909458.0
2018-03-20;Résidentiels;26969285803.0
2018-03-20;Entreprises;15652639744.0
2018-03-29;Résidentiels;20421057445.0
2018-04-01;PME / PMI;4387883788.0
2018-04-07;Entreprises;10195960836.0
2018-04-14;Professionnels;4153538594.0
2018-04-21;PME / PMI;3588170349.0
2018-04-21;Professionnels;3323234138.0
2018-04-28;Résidentiels;13613756599.0
2018-04-28;Entreprises;9832747305.0
2018-05-27;PME / PMI;3148108166.0
2018-05-31;Entreprises;14099149002.0
2018-07-08;PME / PMI;3730979042.0
2018-08-18;Professionnels;3455533180.0
2018-08-27;Résidentiels;10496932139.0
2018-10-27;PME / PMI;4288572175.0
2018-11-12;PME / PMI;5713887655.0
2018-11-22;PME / PMI;6948550545.0
2018-12-11;PME / PMI;6589530879.0
2018-12-11;Professionnels;6201806932.0
2018-12-19;Entreprises;14746866053.0
2018-12-23;Entreprises;8829592910.0
2018-12-29;Résidentiels;27837348736.0
2019-01-05;Résidentiels;29934567054.0
2019-01-16;PME / PMI;6900967814.0
2019-01-16;Entreprises;15260236207.0
2019-02-06;Professionnels;6379057984.0
2019-02-06;Entreprises;15304184194.0
2019-03-27;Résidentiels;18298128251.0
2019-04-04;Entreprises;14527980101.0
2019-04-07;Entreprises;8933805943.0
2019-04-13;Résidentiels;19211030027.0
2019-05-01;Entreprises;9304390305.0
2019-05-12;Professionnels;3582030671.0
2019-05-20;PME / PMI;4870294649.0
2019-06-13;Professionnels;3787296593.0
2019-06-13;Résidentiels;11078428639.0
2019-07-01;Entreprises;14116665193.0
2019-07-26;PME / PMI;5091448969.0
2019-07-26;Entreprises;14249572973.0
2019-08-02;PME / PMI;4870020960.0
2019-08-20;Entreprises;12158996565.0
2019-09-01;Entreprises;8748423486.0
2019-09-03;Professionnels;3869698875.0
2019-09-23;Résidentiels;10568301376.0
2019-10-05;Professionnels;3850771067.0
2019-10-11;Résidentiels;12318464147.0
2019-10-30;PME / PMI;5209150796.0
2019-12-15;Professionnels;5017830898.0
2019-12-31;Professionnels;5946768167.0
2020-01-06;Professionnels;6339290699.0
2020-01-06;Résidentiels;26410357755.0
2020-03-06;Entreprises;14102290782.0
2020-04-11;PME / PMI;2959188429.0
2020-04-24;Professionnels;3134242389.0
2020-04-24;Résidentiels;12745549497.0
2020-05-31;Résidentiels;11736488252.0
2020-07-08;Professionnels;3722130872.0
2020-09-12;Professionnels;3602479498.0
2020-09-21;Résidentiels;10761631009.0
2020-10-21;Résidentiels;14809225415.0
2020-11-05;Professionnels;4698993763.0
2020-11-13;Entreprises;12950588262.0
2021-01-02;Résidentiels;31398535991.0
2021-05-02;Entreprises;9882938982.0
2021-06-28;PME / PMI;2767209210.0
2021-06-28;Professionnels;3552891108.0
2021-08-02;Entreprises;13012323341.0
2021-08-20;PME / PMI;2690445167.0
2021-08-25;PME / PMI;2723690316.0
2021-08-30;Professionnels;3597630477.0
2021-08-30;Résidentiels;11321878947.0
2021-10-07;Résidentiels;13131861551.0
2021-10-08;PME / PMI;3208032827.0
2021-10-14;Résidentiels;14776737386.0
2021-10-20;Professionnels;4350755592.0
2021-10-26;PME / PMI;3143814413.0
2021-11-19;PME / PMI;3685692465.0
2021-11-19;Professionnels;5585651959.0
2021-11-19;Entreprises;16526838273.0
2021-11-26;Entreprises;17343202730.0
2021-12-02;Professionnels;6484468896.0
2021-12-02;Entreprises;18084422792.0
2022-01-02;PME / PMI;2430733677.0
2022-01-30;PME / PMI;2933723529.0
2022-01-30;Entreprises;12205552684.0
2022-02-04;Entreprises;16870861937.0
2022-02-17;Résidentiels;19878284454.0
2017-03-22;Professionnels;5379404285.0
2017-04-04;PME / PMI;5424251570.0
2017-05-15;Entreprises;13150164093.0
2017-05-18;Entreprises;14061978146.0
2017-05-24;Entreprises;14014182608.0
2017-06-04;PME / PMI;3210082792.0
2017-06-07;PME / PMI;4824424411.0
2017-06-24;Entreprises;10931693569.0
2017-07-08;Professionnels;3609917627.0
2017-08-23;PME / PMI;4710315496.0
2017-09-19;Professionnels;4441382960.0
2017-09-19;Résidentiels;12543325805.0
2017-10-10;Professionnels;4415494363.0
2017-10-10;Résidentiels;12867281540.0
2017-12-01;Entreprises;15332763169.0
2017-12-16;Entreprises;11167359349.0
2017-12-20;Résidentiels;27092623734.0
2017-12-28;Résidentiels;27529376898.0
2018-01-11;Professionnels;6264468737.0
2018-01-11;Résidentiels;23864116001.0
2018-01-18;Professionnels;6370086893.0
2018-01-19;Professionnels;6261069012.0
2018-01-19;Résidentiels;24118805693.0
2018-01-31;Entreprises;15154082351.0
2018-02-05;Professionnels;7055473380.0
2018-02-12;Professionnels;6731767955.0
2018-03-07;Entreprises;15052916000.0
2018-03-08;Entreprises;15101885805.0
2018-03-17;Résidentiels;23147884531.0
2018-04-17;Professionnels;4267588251.0
2018-04-17;Entreprises;14030778763.0
2018-04-20;Professionnels;3802246400.0
2018-07-04;Entreprises;15205913516.0
2018-07-05;Professionnels;3972467218.0
2018-08-11;PME / PMI;4209758533.0
2018-09-08;PME / PMI;3961705668.0
2018-09-19;Professionnels;3964724157.0
2018-09-19;Résidentiels;10419306227.0
2018-10-22;Professionnels;4176156094.0
2018-10-31;Professionnels;5497172615.0
2018-11-02;Résidentiels;18958803176.0
2018-11-04;Professionnels;4394228485.0
2018-11-04;Entreprises;8926811464.0
2018-11-13;Professionnels;5029269697.0
2018-11-13;Résidentiels;16116856856.0
2018-11-14;Professionnels;5054025645.0
2018-12-13;PME / PMI;7104301608.0
2018-12-21;Professionnels;6111443636.0
2019-02-11;Entreprises;14442235495.0
2019-02-26;Entreprises;14383937454.0
2019-03-12;Entreprises;14793022000.0
2019-04-06;PME / PMI;4617914175.0
2019-04-06;Entreprises;10136028984.0
2019-04-23;Professionnels;4006267708.0
2019-05-06;PME / PMI;5416543459.0
2019-05-09;Entreprises;13317037003.0
